pauta,url,voto
PEC 186/2019  Req Ret Pauta - Requerimento para Retirada de Pauta da Admissibilidade ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,---
PEC 186/2019 - Req Ad Disc 10 Sessões - (Fase 1 - CD) - Requerimento para Adiamento de Discussão da Admissibilidade por 10 Sessões ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,---
PEC 186/2019 - Encerr Disc -  Requerimento para Encerramento da Discussão,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
MPV 927/2020  - retirada,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241662,Não
MPV 927/2020  - DTQ 06,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241662,Não
MPV 927/2020  - DTQ 02,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241662,Sim
MPV 927/2020  - DTQ 10,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241662,---
PEC 186/2019 Vot Adm (Fase 1 - CD) - Admissibilidade da Proposta de Emenda à Constituição nº 186/2019,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
PEC 186/2019 - Req Ad Disc 9 Sessões - (Fase 1 - CD)- Requerimento para Adiamento de Discussão por 9 Sessões ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Não
PEC 186/2019 Encerr Disc,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
MPV 927/2020  - DTQ 15,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241662,Sim
MPV 927/2020  - DTQ 11,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241662,Não
MPV 927/2020  - DTQ 16,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241662,---
MPV 927/2020  - DTQ 08,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241662,---
PEC 186/2019 - Req Vot  Art por Art - Requerimento para Votação Artigo por Artigo ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Não
PEC 186/2019 - Req Vot Globo Adm Dest Simples -Requerimento para votação em globo da admissibilidade dos destaques simples ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
PEC 186/2019 1º TURNO (Fase 1 - CD) - Proposta de Emenda à Constituição nº 186/2019,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
PEC 186/19 - Requerimento de Retirada de Pauta - PT,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Não
"PEC 186/19 - DTQ 16 - PSB - Destaque para votação em separado do art. 167 contido no art. 1º da PEC 186/2019, para sua supressão. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
MPV 927/2020  - DTQ 01,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241662,Sim
MPV 927/2020  - DTQ 13,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241662,Sim
MPV 927/2020  - DTQ 12,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241662,---
"PEC 186/19 - DTQ 4 - PDT - Destaque para votação em separado do inciso IV do artigo 167, alterado pelo art. 1º da PEC 186, para que seja suprimido. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
"PEC 186/19 - DTQ 14 - PT - Destaque, com vistas à rejeição, do Art. 167-A  da Constituição Federal, na redação dada pelo  Art. 1º da  PEC 186/2019. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
"PEC 186/19 - DTQ 12 - PT - Destaque, com vistas à rejeição, do inciso I do artigo 167-A da CF, alterado pelo art. 1º da PEC 186/2019. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
PEC 186/2019 - Requerimento de Retirada de Pauta - PSOL,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Não
PL 1013/2020 - DTQ 11,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242000,Não
PL 1013/2020 - DTQ 12,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242000,Sim
PL 1079/2020 - Dest 2,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242140,Sim
"PEC 186/19 - DTQ 13 - PSOL - Destaque para votação em separado da expressão ""de servidores e empregados públicos e militares"", constante da alínea ‘a’ do inciso I do art. 167-A da Constituição Federal, constante do art. 1º da PEC 186 de 2019, com vistas à sua rejeição. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
"PEC 186/19 - DTQ 5 - Bloco NOVO - Destaque para votação em separado da expressão ""excetuadas aquelas que implicarem provimento de cargo ou emprego anteriormente ocupado por outro agente."" constante do art. 167-A, inciso II da Constituição Federal, alterada pela PEC 186/2019. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
PL 3267/2019 - Ret Pauta,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,Não
PL 3267/19 - Subem - Subemenda substitutiva,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,Sim
"PEC 186/19  - DTQ 9 - PT - Destaque, com vistas à rejeição, do Artigo 109 do ADCT, na redação dada pelo art. 2º da PEC 186/2019. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
"PEC 186/19 - DTQ 15 - PSB - Destaque para votação em separado da expressão ""aumento, reajuste ou adequação de remuneração"" do inciso I do art. 109 do ADCT, contida no art 2º da PEC 186/2019, para sua supressão. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
PEC 186/19 - Requerimento de Retirada de Pauta - PT,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,---
PL 3267/19 - Destaque 13,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,Sim
PL 3267/19 - Destaque 5,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,Não
PL 3267/19 - Destaque 17,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,Não
"PEC 186/19 - DTQ 3 - PDT - Destaque para votação em separado do § 1º do art. 3º, da PEC 186/19, para que seja suprimido. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
PL 3267/19 - Destaque 2,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,---
"PEC 186/19 - DTQ 1 - PCdoB - Destaque para votação em separado da expressão “até o limite de R$ 44.000.000.000,00 (quarenta e quatro bilhões de reais),” constante do § 1º do Art. 3º da PEC 186, de 2019, com vistas à sua supressão. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
PEC 186/19 - Requerimento de Retirada de Pauta - PT e PSL,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Não
PL 3267/19 - Destaque 18,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,Sim
PL 3267/19 - Destaque 16,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,Não
PEC 186/19 - Requerimento de votação artigo por artigo - PSOL ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,---
PL 3267/19 - Destaque 3,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,---
PL 3267/19 - Destaque 15,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,---
PEC 186/19 - Requerimento de votação em globo da admissibilidade dos destaques simples – Bloco PSL ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,---
"PL 3267/19 - Destaque 25
",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,---
PL 3267/19 - Destaque 4,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,---
Proposta de Emenda à Constituição nº 186/2019 - 2º Turno,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
"PEC 186/19 - DTQ 6 - PT - Destaque, com vistas à rejeição, da alínea ""e"" do inciso VIII do Art. 163 da CF, alterado pelo Art. 1° da PEC 186/2019. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
PL 3267/19 - Destaque 12 ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,Sim
PL 3267/19 - Destaque 21,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2206203,Sim
MPV 944/2020 - DTQ 12,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242887,Não
"PEC 186/19 - DTQ 12 - PSB - Destaque, com vistas à rejeição, do Artigo 167-A da Constituição Federal, contido no Art. 1º. da redação dada para o segundo turno da PEC 186/2019.",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
MPV 944/2020 - DTQ 18 - PSOL,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242887,Não
MPV 944/2020 - DTQ 10,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242887,Sim
MPV 944/20 - Destaque 8,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242887,Não
"PEC 186/19 - DTQ 4 - PSOL - Destaque para votação em separado da expressão ""de servidores e empregados públicos e militares"", constante da alínea ""a"" do inciso I do art. 167-A da Constituição Federal, constante do art. 1º da PEC 186 de 2019, em segundo turno, com vistas à sua rejeição. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
"PEC 186/19 - DTQ 2 - Bloco PSL - Destaque para votação em separado do Inc. II do art. 167-A da Constituição Federal e, por decorrência, do § 5º do mesmo artigo, na redação dada pelo art. 1º da PEC 186/2019, para suprimi-los (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Não
"PEC 186/19 - DTQ 7 - PT - Destaque, com vistas à rejeição, do artigo 169 da CF, na redação dada pelo art. 1º da PEC 186/2019. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
MPV 944/20 - Destaque 11,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242887,Não
MPV 944/20 - Destaque 6,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242887,Sim
MPV 944/20 - Destaque 4,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242887,Não
"PEC 186/19 - DTQ 13 - PSB - Destaque, com vistas à rejeição, do art. 109 do ADCT contido no art. 2º da redação dada para o segundo turno da PEC 186/2019. (161,I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
"PEC 186/19 - DTQ 3 - BLOCO PSL - Destaque para votação em separado do § 5º e, por decorrência, do § 6º do art. 109 do Ato das Disposições Constitucionais Transitórias, constante do art. 2º da PEC nº 186 de 2019, com vistas a sua supressão em segundo turno. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Não
"PEC 186/19 - DTQ 1 - PCdoB - Destaque para votação em separado da expressão ""até o limite de R$ 44.000.000.000,00 (quarenta e quatro bilhões de reais),"" constante do § 1º do art. 3º da PEC 186, de 2019, ao segundo turno, com vistas à sua supressão. (161,I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
PEC 18/2020 (Fase 1 - CD) - Req Ret Pauta - Requerimento para Retirada de Pauta ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2256130,Não
"PEC 186/19 - DTQ 9 - PDT - Destaque para votação em separado do artigo 4° da PEC 186/19, com fins de sua supressão. (161,I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
"PEC 186/19 - DTQ 8 - PT - Destaque, com vistas à rejeição, do artigo 5º da PEC 186/2019. (161, I)",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2272137,Sim
PEC 18/20 - 1 Turno,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2256130,Não
MPV 1010/2020 - Requerimento para Retirada de Pauta - Bloco NOVO,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2265603,---
PL 4476/20 - Requerimento de retirada de pauta - PT ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=593065,Não
PL 4476/20 - Requerimento de adiamento de discussão por 2 sessões - PT,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=593065,Não
PEC 18/20 - DTQ1,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2256130,Não
PEC 18/20 - DTQ4,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2256130,Não
PL 4476/20 - Requerimento de Retirada de Pauta - PSOL,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=593065,Não
PL 4476/20 - Requerimento de encerramento de discussão e encaminhamento - Bloco PSL (Republicanos),https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=593065,Sim
PEC 18/20 - DTQ3,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2256130,Sim
PEC 18/20 - EMR,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2256130,Sim
PEC 18/20 - 2 Turno,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2256130,Não
PL 4476/20 - Requerimento de adiamento de votação por 1 sessão - Bloco PSL (MDB),https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=593065,---
PL 4476/20 - Requerimento de votação em globo da admissibilidade dos destaques simples - Dep. Ricardo Barros,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=593065,---
PL 4476/20 - Requerimento de votação emenda por emenda - Bloco PSL (MDB) ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=593065,Não
MPV 934/20 - Destaque 13,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242413,Não
MPV 934/20 - Destaque 11,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242413,Não
"PL 4476/20 - DTQ 6 - PSOL - Destaque da Emenda n. 1 do Senado Federal (art. 161, II) ",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=593065,---
"PL 4476/20 - DTQ 5 - PCdoB - Destaque da Emenda nº 9 do Senado Federal (art. 161, II) ",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=593065,Não
MPV 925/20 - Destaque 8,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241642,Sim
REQ 427/2021 - RQU Requerimento de Urgência (Art. 155 do RICD) nº 427/2021,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2273570,Sim
MPV 925/20 - Destaque 11,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241642,Sim
MPV 925/20 - Destaque 6,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241642,Não
REQ 444/2021 - Requerimento de Urgência (Art. 155 do RICD) nº 444/2021,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2273738,Sim
REQ 446/2021 - Requerimento de Urgência (Art. 155 do RICD) nº 446/2021,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2273740,Sim
"MPV 975/20 - Par Não Atendim - Parecer da Comissão Mista - Não Atendimento - Constituição Federal e Resolução nº 1, de 2002",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2254253,---
REQ 442/2021 - RQU - Requerimento de Urgência (Art. 155 do RICD) nº 442/2021,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2273736,Sim
REQ 245/2021 - Requerimento de urgência na apreciação do PL 3292/2020,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2270577,Sim
PLP  Nº 266/2020 - REQUERIMENTO DE RETIRADA DE PAUTA,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PLP&Numero=266&Ano=2020,---
MPV 975/20 - DTQ 2 ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2254253,Sim
MPV 975/20 - DTQ 6,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2254253,Não
PL 1826/2020 - Emen Aprova,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2247980,Não
PLP  Nº 266/2020 - EMENDAS COM PARECER PELA REJEIÇÃO,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PLP&Numero=266&Ano=2020,Não
PLP  Nº 266/2020 - PROJETO DE LEI COMPLEMENTAR,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PLP&Numero=266&Ano=2020,---
"PLP  Nº 266/2020 - DTQ. 1 - NOVO - EXPRESSÃO ""AOS CARGOS DE DIREÇÃO E FUNÇÕES...""",http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PLP&Numero=266&Ano=2020,Sim
MPV 926/2020  - Req Ret Pauta - Requerimento para Retirada de Pauta ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241660,---
MPV 926/2020  - Dest 7,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241660,Sim
PL   Nº 2474/2020 - DTQ. 2 - NOVO - EMENDA DE PLENÁRIO Nº 3,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=2474&Ano=2020,Não
MPV 926/2020  - Dest 4,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241660,Não
PL   Nº 2474/2020 - DTQ. 1 - PT - EMENDA DE PLENÁRIO Nº 1,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=2474&Ano=2020,Não
PLP  Nº 10/2021 - SUBEMENDA SUBSTITUTIVA GLOBAL,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PLP&Numero=10&Ano=2021,---
MPV 926/2020  - Dest 2,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241660,Não
MPV 926/2020  - Dest 3,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241660,Sim
PLP  Nº 10/2021 - DTQ. 1 - NOVO -  VOTAÇÃO EM SEPARADO DO ART. 4º DO PLP,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PLP&Numero=10&Ano=2021,---
PLP  Nº 10/2021 - DTQ. 4 - PT -  EMENDA DE PLENÁRIO Nº 5,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PLP&Numero=10&Ano=2021,---
MPV 926/2020  - Dest 5,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241660,Sim
MPV 926/2020  - Dest 6,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2241660,Sim
PL 2801/20 - Recurso contra parecer terminativo à Emenda nº 3,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2253356,Não
PLP  Nº 10/2021 - DTQ. 3 - PT -  EMENDA DE PLENÁRIO Nº 2,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PLP&Numero=10&Ano=2021,Não
REQ  Nº 667/2021 - URGÊNCIA PARA APRECIAÇÃO DO PL Nº 948/2021,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=REQ&Numero=667&Ano=2021,Sim
PL 1581/20 - Destaque nº 2,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2243108,---
PL 2824/20 - Req Ret Pauta - Requerimento para Retirada de Pauta ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2253471,---
PL 4731/19 - Req Ret Pauta - Requerimento para Retirada de Pauta ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2236858,---
PL   Nº 948/2021 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,Não
PL   Nº 948/2021 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,---
PL   Nº 948/2021 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,Sim
PEC 15/2015 - 1º turno PEC nº 15/2015,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=1198512,Sim
PEC 15/2015 - DTQ 2 - Destaque nº 2,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=1198512,Não
PEC 15/2015 - DTQ 4 - Destaque nº 4,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=1198512,Sim
PL   Nº 948/2021 - REQUERIMENTO DE RETIRADA DE PAUTA,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,---
PL   Nº 948/2021 - REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,Não
PL   Nº 948/2021 - SUBEMENDA SUBSTITUTIVA OFERECIDA PELA CSSF,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,---
PL   Nº 948/2021 - DTQ 3 - PT - EMENDA DE PLENÁRIO N. 5,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,Não
PEC 15/2015 - Votação do 2º turno,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=1198512,Sim
PEC 15/2015 - DTQ 1 - Destaque nº 1 ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=1198512,Sim
REQ 2996/19 - Requerimento de Urgência (Art. 155 do RICD) nº 2996/2019,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2230248,Sim
REQ 1228/20 - Requerimento de Urgência (Art. 155 do RICD) nº 1228/2020,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2253458,---
PL   Nº 948/2021 - DTQ 9 - PSB - EMENDA DE PLENÁRIO N. 17,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,Não
PL   Nº 948/2021 - DTQ 4 - PDT - VOT. EM SEPARADO DO INCISO II DO ART. 2º DA LEI 14.125/2021,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,Sim
PL   Nº 948/2021 - DTQ 11 - PSOL - EMENDA DE PLENÁRIO N. 19,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,Não
REQ 1575/20 - Requerimento de Urgência (Art. 155 do RICD) nº 1575/2020,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2255237,Não
"MPV 944/20 - E SF PLV Rejeit - Votação das Emendas do Senado Federal ao Projeto de Lei de Conversão com parecer pela rejeição, ressalvados os destaques",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242887,Não
PL   Nº 948/2021 - REQUERIMENTO DE RETIRADA DE PAUTA,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,Não
PL   Nº 948/2021 - DTQ 1 - PT - EMENDA DE PLENÁRIO N. 2,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,---
PL   Nº 948/2021 - DTQ 6 - PSB - EMENDA DE PLENÁRIO N. 12,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,Não
"PL   Nº 948/2021 - DTQ 8 - BL. PSL, PL, PP... - EMENDA DE PLENÁRIO N. 16",http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=948&Ano=2021,Sim
REQ  Nº 571/2021 - URGÊNCIA PARA APRECIAÇÃO DO PL N. 1026/2021,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=REQ&Numero=571&Ano=2021,Sim
MPV 948/20 - Destaque 3,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2246357,Não
MPV 945/20 - Req Ret Pauta - Requerimento para Retirada de Pauta ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242888,Não
MPV 945/20 - Req Ad Disc 2 Sessões - Requerimento para Adiamento de Discussão por 2 Sessões ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242888,Não
MPV 945/20 - Req Ad Vot 2 Sessões - Requerimento para Adiamento de Votação por 2 Sessões,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242888,Não
REQ  Nº 173/2021 - URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5222/2020,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=REQ&Numero=173&Ano=2021,---
REQ  Nº 536/2021 - URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5595/2020,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=REQ&Numero=536&Ano=2021,---
REQ  Nº 584/2021 - URGÊNCIA PARA APRECIAÇÃO DO PL Nº 6764/2002,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=REQ&Numero=584&Ano=2021,Sim
REQ  Nº 768/2021 - URGÊNCIA PARA APRECIAÇÃO DO PL Nº 591/2021,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=REQ&Numero=768&Ano=2021,---
PL   Nº 5595/2020 - REQUERIMENTO DE RETIRADA DE PAUTA,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=5595&Ano=2020,Não
MPV 945/20 - Req Vot  Art por Art - Requerimento para Votação Artigo por Artigo ,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242888,Não
"MPV 945/20 - P C M Atendim - Parecer da Comissão Mista - Atendimento - Constituição Federal e Resolução nº 1, de 2002",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242888,Sim
"MPV 945/20 - P C M N Atendim - Parecer da Comissão Mista - Não Atendimento - Constituição Federal e Resolução nº 1, de 2002",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242888,Sim
PL   Nº 5595/2020 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=5595&Ano=2020,Não
PL   Nº 5595/2020 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=5595&Ano=2020,Não
PL   Nº 5595/2020 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,http://www.camara.leg.br/sileg/Prop_Lista.asp?Sigla=PL&Numero=5595&Ano=2020,Sim
